gender,city_category,occupation,stay_years,marital_status,purchase_amount,quantity,product_category,payment_method,age_group
M,B,9,2,1,186.84,2,Eletronicos,Cartao_Debito,51-55
M,C,15,0,0,1534.32,3,Eletronicos,Dinheiro,46-50
F,C,6,0,1,169.81,4,Roupas,PIX,46-50
F,A,7,4,1,420.48,5,Alimentos,Boleto,51-55
M,A,2,1,0,112.92,4,Alimentos,Cartao_Debito,0-17
F,B,4,3,0,393.57,3,Beleza,Boleto,18-25
M,C,20,1,1,312.57,5,Eletronicos,PIX,55+
M,B,13,2,0,798.16,1,Alimentos,Boleto,46-50
M,C,3,4,0,312.55,3,Alimentos,Dinheiro,18-25
F,B,10,2,1,798.85,2,Roupas,Cartao_Credito,46-50
F,A,4,2,0,218.23,1,Roupas,Dinheiro,36-45
F,C,9,2,0,340.64,2,Eletronicos,PIX,36-45
M,B,3,1,0,344.76,4,Eletronicos,Cartao_Debito,26-35
M,B,12,2,1,543.13,2,Alimentos,Cartao_Credito,55+
F,A,11,2,1,503.22,5,Roupas,Dinheiro,55+
M,A,13,0,1,622.25,4,Casa,Cartao_Debito,46-50
F,A,9,2,1,473.47,4,Casa,Cartao_Credito,46-50
F,B,6,3,1,599.92,2,Casa,PIX,36-45
M,B,5,0,1,235.4,5,Eletronicos,PIX,36-45
F,B,4,4,0,509.42,2,Casa,Cartao_Credito,18-25
F,A,9,4,1,1058.83,2,Casa,Cartao_Credito,46-50
M,A,9,3,1,147.23,4,Esportes,Cartao_Credito,46-50
F,B,14,0,0,540.99,4,Roupas,Cartao_Debito,46-50
F,C,1,2,1,605.51,2,Eletronicos,Cartao_Credito,26-35
M,B,5,4,0,969.43,2,Esportes,Cartao_Credito,18-25
F,A,17,0,1,623.67,3,Casa,Cartao_Credito,51-55
M,B,19,3,0,428.46,3,Casa,Dinheiro,55+
F,C,19,4,1,522.2,1,Beleza,Dinheiro,36-45
F,C,6,0,1,259.56,2,Alimentos,PIX,46-50
F,C,2,1,1,319.65,1,Beleza,Dinheiro,26-35
M,C,4,3,0,181.01,1,Eletronicos,Cartao_Debito,18-25
F,B,2,4,0,984.58,2,Roupas,PIX,18-25
M,C,20,3,1,528.53,1,Casa,Cartao_Credito,55+
M,A,18,2,1,232.84,4,Esportes,Cartao_Credito,55+
M,C,17,3,1,474.76,4,Casa,PIX,55+
F,C,15,2,0,808.85,2,Alimentos,Cartao_Credito,36-45
M,C,7,2,1,731.92,5,Esportes,Cartao_Credito,46-50
M,B,9,3,0,231.23,3,Esportes,Dinheiro,46-50
F,C,17,0,0,61.54,2,Roupas,PIX,55+
M,A,17,1,0,511.44,1,Alimentos,Cartao_Credito,51-55
M,B,10,0,0,236.96,3,Esportes,PIX,26-35
M,B,17,3,1,586.04,5,Esportes,Cartao_Debito,51-55
M,B,7,3,1,713.49,1,Esportes,Dinheiro,51-55
F,B,8,0,0,786.96,1,Beleza,Cartao_Credito,36-45
M,B,17,0,1,1149.23,3,Esportes,PIX,51-55
M,A,7,1,0,847.1,5,Eletronicos,Cartao_Credito,18-25
F,B,15,1,0,1152.55,2,Alimentos,Cartao_Debito,51-55
F,B,9,2,0,922.82,4,Alimentos,Cartao_Credito,36-45
F,B,6,2,1,972.36,3,Beleza,Cartao_Credito,51-55
F,C,4,1,0,393.66,1,Beleza,Cartao_Debito,18-25
F,A,12,0,1,186.12,5,Casa,PIX,51-55
M,C,10,3,0,1788.91,1,Alimentos,PIX,36-45
F,B,7,3,0,418.96,3,Esportes,Cartao_Credito,26-35
F,A,15,3,1,843.22,4,Casa,Cartao_Credito,51-55
M,B,0,4,1,289.99,4,Esportes,Dinheiro,18-25
M,B,1,4,0,719.35,5,Brinquedos,Cartao_Credito,0-17
M,B,20,4,0,93.04,4,Alimentos,PIX,51-55
F,A,13,3,1,315.37,4,Casa,Boleto,55+
F,A,11,0,1,380.3,1,Alimentos,Cartao_Credito,46-50
F,A,0,1,0,532.49,2,Brinquedos,Cartao_Credito,0-17
M,A,12,2,0,767.56,2,Eletronicos,Cartao_Debito,46-50
M,A,9,3,0,209.25,2,Esportes,Cartao_Debito,26-35
M,C,12,4,0,599.43,1,Esportes,Cartao_Credito,46-50
M,B,0,3,1,842.19,1,Casa,PIX,36-45
F,B,11,1,0,1648.38,3,Eletronicos,Cartao_Credito,36-45
F,B,12,3,1,616.45,4,Roupas,Cartao_Credito,51-55
F,B,6,3,1,306.22,5,Roupas,PIX,46-50
F,A,1,3,0,188.09,5,Roupas,Dinheiro,26-35
F,A,20,2,1,1208.97,3,Roupas,Cartao_Credito,55+
M,A,14,3,1,627.92,5,Esportes,Cartao_Credito,55+
M,B,13,1,0,398.14,3,Esportes,Cartao_Debito,46-50
M,B,16,1,0,152.64,3,Esportes,PIX,51-55
M,B,14,1,0,230.74,2,Alimentos,Dinheiro,46-50
M,B,2,1,0,589.22,4,Esportes,PIX,18-25
M,C,9,3,0,498.85,2,Esportes,PIX,46-50
F,B,18,1,1,125.49,3,Casa,Dinheiro,51-55
M,B,6,0,0,589.67,5,Esportes,Cartao_Debito,36-45
F,B,20,0,0,157.42,3,Beleza,Dinheiro,55+
F,C,1,4,1,909.05,2,Beleza,PIX,26-35
F,C,6,2,0,457.21,4,Casa,Cartao_Credito,18-25
F,C,7,2,0,305.5,4,Beleza,Dinheiro,46-50
M,A,12,4,0,730.77,4,Alimentos,Cartao_Credito,36-45
F,B,3,0,1,498.75,1,Roupas,PIX,36-45
M,C,4,4,1,893.33,2,Eletronicos,Cartao_Credito,18-25
F,B,13,3,1,423.39,1,Casa,Cartao_Credito,51-55
M,C,5,3,1,438.47,5,Casa,Cartao_Debito,36-45
M,B,18,2,0,339.97,2,Eletronicos,Cartao_Credito,51-55
F,B,18,3,0,472.38,3,Roupas,Cartao_Credito,55+
F,B,6,1,1,1117.41,5,Beleza,Cartao_Credito,36-45
M,B,11,1,0,298.37,5,Esportes,Cartao_Debito,26-35
F,C,6,4,1,595.13,2,Beleza,Cartao_Credito,46-50
M,A,7,1,1,237.87,5,Alimentos,Boleto,51-55
F,B,14,3,1,116.74,4,Beleza,PIX,55+
M,B,6,4,0,456.9,4,Alimentos,Cartao_Debito,26-35
M,C,3,2,1,503.83,1,Alimentos,Dinheiro,18-25
M,B,5,1,0,377.65,4,Alimentos,Cartao_Debito,26-35
M,C,19,4,0,164.42,4,Casa,Cartao_Debito,55+
M,C,5,4,1,484.24,3,Brinquedos,PIX,46-50
M,B,7,2,0,473.33,3,Alimentos,Cartao_Debito,26-35
M,C,13,0,0,236.69,2,Esportes,Dinheiro,51-55
M,C,2,2,1,179.09,4,Eletronicos,PIX,26-35
M,A,5,2,0,346.74,1,Eletronicos,Cartao_Credito,26-35
M,B,3,0,0,596.9,2,Roupas,Cartao_Credito,18-25
F,A,19,2,0,518.01,3,Roupas,Cartao_Credito,51-55
F,B,19,0,1,237.82,1,Esportes,PIX,55+
M,A,15,3,1,437.97,5,Alimentos,Cartao_Credito,55+
F,C,5,2,1,686.96,5,Casa,Cartao_Debito,46-50
M,B,12,3,0,199.62,3,Esportes,Cartao_Debito,36-45
M,B,13,2,0,419.01,3,Alimentos,PIX,51-55
F,A,18,3,0,901.25,2,Roupas,Cartao_Credito,51-55
F,B,3,3,0,187.74,2,Roupas,Dinheiro,26-35
F,B,15,0,0,806.99,5,Roupas,Cartao_Credito,36-45
M,B,4,2,0,1065.83,3,Esportes,Boleto,18-25
F,B,11,3,1,353.07,5,Beleza,Cartao_Credito,46-50
M,A,18,2,1,328.39,1,Casa,PIX,55+
M,B,1,1,0,749.84,1,Brinquedos,Cartao_Credito,0-17
M,C,3,4,0,360.8,3,Esportes,PIX,26-35
F,A,17,0,0,98.31,4,Casa,PIX,55+
M,B,0,4,0,380.21,3,Brinquedos,Boleto,0-17
F,A,14,3,0,534.99,5,Casa,Cartao_Debito,51-55
F,C,10,1,1,628.95,1,Casa,Cartao_Credito,51-55
F,A,7,0,0,237.85,5,Casa,PIX,26-35
F,B,18,4,1,343.13,3,Casa,Cartao_Credito,51-55
F,B,17,2,0,724.98,2,Casa,Cartao_Debito,46-50
M,A,6,4,1,389.16,4,Esportes,Cartao_Credito,26-35
M,B,0,4,1,161.22,4,Casa,Cartao_Debito,26-35
F,B,2,0,1,847.75,5,Beleza,Cartao_Credito,26-35
M,B,2,3,1,354.79,1,Eletronicos,Boleto,26-35
M,C,20,1,0,776.45,4,Alimentos,Cartao_Credito,55+
M,B,12,4,0,174.64,2,Esportes,PIX,26-35
M,C,14,1,1,375.18,3,Alimentos,Cartao_Debito,55+
M,B,4,0,1,547.76,3,Esportes,Cartao_Credito,46-50
M,A,17,3,1,382.88,4,Casa,Cartao_Credito,55+
F,A,15,2,0,198.38,2,Casa,PIX,51-55
M,B,15,2,0,96.34,2,Brinquedos,Cartao_Debito,46-50
F,B,9,1,0,1006.22,3,Alimentos,Cartao_Credito,46-50
F,C,14,2,0,468.17,4,Beleza,Cartao_Debito,51-55
M,B,11,4,0,812.47,5,Esportes,Cartao_Credito,46-50
F,B,8,3,0,704.3,1,Eletronicos,Cartao_Debito,26-35
F,B,12,4,1,577.15,3,Beleza,Cartao_Credito,51-55
F,B,6,1,1,332.69,1,Beleza,PIX,36-45
M,B,20,4,0,541.24,4,Alimentos,Cartao_Credito,55+
M,A,15,1,1,952.91,4,Casa,Cartao_Credito,55+
M,A,15,4,1,424.03,5,Esportes,Cartao_Credito,51-55
F,B,15,4,1,1262.72,1,Beleza,Cartao_Credito,51-55
F,A,9,0,1,164.08,4,Roupas,Cartao_Debito,36-45
F,B,19,4,1,153.83,4,Casa,PIX,51-55
F,A,4,3,0,729.85,4,Beleza,Cartao_Debito,18-25
F,A,11,3,0,246.84,4,Beleza,Cartao_Credito,26-35
F,C,1,2,0,1374.72,3,Beleza,Cartao_Credito,0-17
M,C,6,1,1,900.01,1,Esportes,Cartao_Debito,46-50
F,B,12,4,1,1045.81,5,Casa,Cartao_Credito,55+
M,B,10,0,1,685.85,2,Casa,Cartao_Credito,46-50
M,C,19,4,0,232.07,1,Esportes,Dinheiro,46-50
M,A,12,1,1,149.07,4,Eletronicos,PIX,55+
F,B,8,3,1,989.48,5,Roupas,Cartao_Debito,46-50
M,A,8,2,0,164.06,4,Esportes,Cartao_Credito,26-35
M,B,12,1,1,1044.12,2,Casa,Cartao_Credito,51-55
M,C,16,1,1,602.91,5,Casa,Dinheiro,55+
M,C,5,1,1,385.39,5,Eletronicos,PIX,36-45
M,C,12,4,1,525.96,2,Casa,PIX,55+
F,C,12,3,1,533.35,3,Roupas,PIX,51-55
F,B,0,3,0,357.29,5,Casa,Cartao_Debito,0-17
M,C,19,3,1,949.0,1,Esportes,Cartao_Credito,51-55
M,B,11,2,1,929.68,2,Esportes,Cartao_Debito,55+
M,B,5,4,1,442.92,3,Esportes,PIX,36-45
M,A,13,1,0,281.46,1,Eletronicos,Cartao_Credito,46-50
F,B,14,4,1,883.22,1,Roupas,Cartao_Credito,55+
F,A,19,1,0,119.88,4,Beleza,Cartao_Credito,55+
F,B,0,1,0,526.54,2,Beleza,Cartao_Debito,0-17
M,A,8,2,1,628.76,2,Esportes,Cartao_Credito,51-55
F,B,3,3,0,245.42,2,Roupas,Dinheiro,0-17
M,A,12,3,0,723.62,1,Alimentos,Boleto,46-50
M,A,10,3,1,397.09,4,Alimentos,Boleto,55+
F,B,9,0,1,290.78,2,Roupas,Cartao_Debito,46-50
F,A,20,0,1,719.05,4,Beleza,Cartao_Credito,51-55
F,C,11,4,1,210.31,5,Casa,Boleto,51-55
F,B,8,4,0,679.61,3,Roupas,Cartao_Debito,18-25
F,B,1,0,0,122.8,5,Roupas,PIX,0-17
F,A,6,4,1,478.87,1,Alimentos,PIX,46-50
M,C,18,1,0,414.18,5,Esportes,PIX,51-55
M,B,9,4,0,291.83,2,Casa,Dinheiro,18-25
M,B,19,4,0,509.68,2,Esportes,Boleto,55+
M,A,11,3,0,384.62,5,Casa,Boleto,36-45
M,C,11,0,0,759.62,3,Esportes,Cartao_Debito,36-45
M,C,9,3,1,564.58,4,Esportes,Cartao_Credito,55+
F,B,11,0,1,529.33,5,Beleza,Cartao_Debito,46-50
F,A,1,1,1,480.64,3,Beleza,Cartao_Debito,18-25
F,A,1,3,0,303.9,2,Casa,PIX,18-25
M,A,9,0,1,336.61,3,Alimentos,Cartao_Credito,46-50
F,C,12,1,1,468.22,2,Beleza,Dinheiro,55+
M,C,11,3,1,363.57,3,Esportes,PIX,51-55
M,C,9,0,0,785.93,2,Brinquedos,Boleto,36-45
M,C,6,1,1,426.7,5,Esportes,Dinheiro,36-45
M,A,14,0,0,505.52,3,Alimentos,Cartao_Credito,46-50
M,C,12,3,1,173.88,4,Casa,Dinheiro,55+
F,B,0,0,1,710.48,4,Eletronicos,Cartao_Debito,0-17
F,B,9,1,0,284.66,2,Beleza,PIX,36-45
F,B,14,2,0,215.81,2,Alimentos,Cartao_Debito,51-55
M,A,16,1,0,1083.24,5,Esportes,Cartao_Credito,51-55
F,C,6,1,1,613.13,1,Alimentos,Dinheiro,26-35
F,C,19,4,0,725.06,2,Casa,Cartao_Debito,55+
M,C,13,3,1,529.9,4,Casa,Boleto,55+
F,C,9,0,1,381.5,3,Roupas,Boleto,36-45
M,B,13,4,1,341.12,4,Eletronicos,Dinheiro,55+
M,A,18,2,0,643.85,1,Esportes,PIX,46-50
M,C,4,0,0,795.93,2,Esportes,Cartao_Debito,36-45
M,B,3,4,1,387.26,3,Esportes,Boleto,18-25
M,C,9,1,0,1399.02,2,Eletronicos,Boleto,26-35
M,A,1,1,0,358.39,3,Esportes,Cartao_Debito,18-25
M,B,17,0,1,174.79,5,Alimentos,Cartao_Debito,51-55
F,B,20,4,0,143.61,4,Casa,Cartao_Debito,51-55
M,B,12,1,0,146.55,4,Esportes,PIX,26-35
M,C,20,2,1,314.73,1,Esportes,Dinheiro,55+
M,C,1,1,1,351.0,3,Roupas,PIX,18-25
F,A,13,4,0,607.63,5,Alimentos,Cartao_Debito,46-50
F,B,9,3,1,396.56,4,Casa,PIX,51-55
F,A,5,2,1,669.16,4,Roupas,Cartao_Credito,36-45
M,A,6,1,1,414.44,5,Eletronicos,Cartao_Credito,36-45
M,B,11,3,1,406.72,5,Eletronicos,PIX,51-55
F,B,13,2,1,285.29,2,Beleza,PIX,55+
M,B,3,4,0,947.24,2,Eletronicos,Boleto,26-35
F,B,12,3,1,160.95,2,Alimentos,Dinheiro,55+
F,B,19,0,1,483.37,4,Beleza,Cartao_Debito,55+
M,C,0,4,0,361.77,2,Esportes,Dinheiro,18-25
F,A,18,0,0,644.87,5,Casa,Cartao_Debito,55+
F,B,12,1,1,398.42,5,Roupas,Dinheiro,51-55
M,C,7,2,1,405.53,4,Alimentos,PIX,51-55
M,C,15,1,1,343.78,1,Eletronicos,Boleto,46-50
M,C,12,4,1,930.72,4,Casa,Cartao_Debito,46-50
F,A,16,4,0,404.01,2,Alimentos,Cartao_Credito,51-55
M,B,1,0,0,1315.26,3,Esportes,Cartao_Debito,0-17
M,C,1,1,1,475.02,2,Eletronicos,Dinheiro,26-35
F,B,13,1,1,408.73,1,Roupas,Boleto,55+
M,B,6,3,0,369.74,4,Esportes,Cartao_Credito,26-35
M,C,5,2,1,565.97,3,Esportes,Cartao_Debito,46-50
F,A,8,3,0,283.43,4,Beleza,PIX,26-35
M,C,15,0,0,440.3,3,Alimentos,Boleto,46-50
M,C,3,2,1,405.4,2,Esportes,Dinheiro,36-45
M,A,20,1,0,490.36,1,Eletronicos,Cartao_Credito,55+
M,C,8,1,1,497.71,2,Esportes,Boleto,51-55
M,B,3,3,1,513.47,5,Eletronicos,PIX,26-35
F,C,1,0,0,427.07,4,Beleza,Boleto,0-17
F,C,18,0,0,1034.18,3,Roupas,Dinheiro,55+
M,C,2,2,1,519.85,1,Esportes,Cartao_Debito,18-25
F,A,8,3,0,1926.75,5,Beleza,Boleto,36-45
F,C,14,2,0,415.68,4,Beleza,PIX,46-50
F,C,10,0,0,717.2,1,Casa,Boleto,36-45
F,B,5,3,0,260.96,2,Beleza,Cartao_Debito,26-35
F,B,2,1,0,934.93,1,Beleza,PIX,18-25
F,A,14,3,0,264.39,5,Beleza,Cartao_Debito,36-45
M,C,10,1,0,530.34,5,Alimentos,Cartao_Credito,46-50
M,A,1,4,1,344.24,3,Brinquedos,Boleto,0-17
M,B,3,1,1,529.11,1,Esportes,Cartao_Credito,26-35
M,C,11,4,0,350.42,4,Eletronicos,Cartao_Credito,36-45
F,C,3,1,0,251.25,2,Beleza,Dinheiro,18-25
M,C,8,3,0,342.76,1,Eletronicos,PIX,36-45
M,B,2,2,0,1017.34,2,Esportes,Cartao_Debito,0-17
M,A,16,0,1,533.98,2,Casa,Boleto,55+
M,B,13,0,0,186.18,1,Esportes,PIX,46-50
F,A,16,2,0,778.39,4,Roupas,Cartao_Credito,55+
F,C,1,0,0,236.3,2,Beleza,Dinheiro,0-17
M,B,7,3,0,630.19,3,Eletronicos,Cartao_Debito,36-45
M,B,5,0,0,562.22,3,Esportes,Cartao_Credito,18-25
M,A,13,2,0,583.93,4,Eletronicos,Cartao_Credito,46-50
M,B,17,1,0,1226.49,4,Alimentos,Cartao_Credito,55+
F,C,4,0,1,245.38,3,Roupas,Cartao_Debito,36-45
F,C,16,1,1,582.0,5,Beleza,Cartao_Credito,55+
M,A,12,2,1,858.99,3,Casa,PIX,55+
M,A,17,1,1,274.24,1,Alimentos,Cartao_Debito,55+
F,B,1,1,1,257.89,5,Roupas,Cartao_Debito,26-35
F,A,20,1,1,339.57,4,Casa,Boleto,55+
M,C,9,1,0,490.21,3,Eletronicos,PIX,26-35
M,B,5,2,1,173.07,2,Alimentos,Boleto,46-50
M,A,3,4,0,561.63,5,Eletronicos,Cartao_Debito,0-17
F,C,20,2,1,173.29,3,Esportes,PIX,46-50
M,B,18,2,1,876.55,2,Alimentos,Cartao_Credito,55+
M,A,2,3,0,549.09,4,Brinquedos,Cartao_Credito,0-17
F,B,9,2,0,1271.41,2,Roupas,Cartao_Credito,36-45
F,A,15,4,0,602.61,3,Roupas,Cartao_Credito,36-45
M,B,12,2,0,336.01,4,Esportes,Cartao_Debito,26-35
M,C,3,1,0,249.83,2,Esportes,PIX,18-25
M,C,7,2,0,465.6,1,Esportes,Dinheiro,26-35
F,B,7,3,1,396.17,2,Beleza,Cartao_Debito,51-55
M,B,6,1,0,821.95,1,Eletronicos,Cartao_Credito,18-25
F,A,20,1,1,231.09,2,Beleza,Cartao_Credito,51-55
F,B,4,2,0,1356.33,1,Alimentos,Cartao_Credito,0-17
M,A,14,4,1,866.85,3,Esportes,Cartao_Debito,55+
F,B,19,1,1,357.05,3,Beleza,PIX,51-55
M,A,16,2,0,1186.42,2,Casa,Cartao_Credito,51-55
M,C,16,3,0,252.17,4,Alimentos,Dinheiro,46-50
F,C,3,3,1,456.39,1,Beleza,PIX,46-50
M,B,2,0,1,187.56,1,Eletronicos,Dinheiro,26-35
M,C,16,1,0,1221.63,3,Casa,Cartao_Credito,51-55
M,A,15,4,0,150.14,1,Esportes,PIX,46-50
M,C,15,4,1,169.99,5,Casa,PIX,51-55
M,A,8,3,1,275.66,2,Casa,PIX,46-50
F,A,10,0,0,891.94,3,Beleza,Cartao_Credito,36-45
F,B,0,2,1,715.45,2,Beleza,Cartao_Credito,26-35
F,B,6,0,1,434.08,3,Alimentos,PIX,36-45
F,B,11,1,1,743.49,1,Beleza,Cartao_Debito,51-55
M,B,2,4,0,376.44,5,Eletronicos,Cartao_Credito,26-35
F,A,2,1,0,519.81,1,Roupas,Boleto,0-17
M,A,0,0,1,1086.85,2,Eletronicos,Cartao_Credito,18-25
M,B,4,3,1,347.94,5,Alimentos,Dinheiro,36-45
F,B,20,3,1,254.72,3,Alimentos,PIX,51-55
M,A,14,3,0,534.98,4,Casa,Cartao_Credito,46-50
M,B,19,4,1,629.02,1,Alimentos,Cartao_Credito,55+
M,B,5,3,1,431.07,2,Esportes,PIX,46-50
M,B,12,3,1,736.59,4,Alimentos,Cartao_Debito,55+
M,C,18,4,1,357.54,2,Esportes,Dinheiro,51-55
M,B,7,1,0,435.51,3,Esportes,Cartao_Debito,18-25
F,B,13,2,1,505.09,1,Brinquedos,Cartao_Credito,55+
M,B,14,2,0,479.34,3,Esportes,PIX,46-50
M,B,17,3,1,1062.06,2,Esportes,PIX,51-55
M,A,20,2,1,503.58,5,Esportes,Cartao_Credito,55+
F,A,12,2,1,336.18,2,Beleza,PIX,55+
M,C,12,0,0,553.79,5,Eletronicos,PIX,36-45
M,A,18,3,1,739.01,5,Alimentos,Cartao_Credito,55+
M,B,14,0,1,641.97,5,Casa,Cartao_Debito,51-55
F,B,7,2,0,620.97,4,Roupas,Cartao_Credito,46-50
F,B,13,2,0,164.21,3,Alimentos,Cartao_Debito,36-45
F,C,11,3,0,90.42,3,Roupas,Dinheiro,46-50
F,B,4,2,0,867.1,1,Beleza,Boleto,18-25
M,A,10,0,1,524.96,1,Esportes,Cartao_Credito,55+
M,C,13,2,1,398.24,2,Casa,Cartao_Credito,51-55
M,B,18,1,1,611.91,4,Esportes,Cartao_Credito,55+
M,B,12,1,1,1282.27,1,Esportes,Cartao_Credito,55+
M,C,3,1,0,942.11,5,Esportes,PIX,18-25
M,B,20,0,1,718.62,5,Eletronicos,Cartao_Credito,51-55
M,B,12,4,0,236.98,1,Esportes,Cartao_Credito,36-45
F,C,6,1,0,256.19,1,Roupas,Dinheiro,46-50
M,B,15,2,1,96.37,5,Esportes,Cartao_Debito,55+
F,B,8,4,1,589.99,1,Eletronicos,Cartao_Credito,36-45
F,A,7,1,0,784.6,1,Roupas,Cartao_Debito,18-25
M,A,17,4,0,823.95,1,Casa,Cartao_Credito,46-50
M,B,18,2,0,605.02,4,Esportes,Cartao_Credito,51-55
F,B,11,4,0,367.81,1,Beleza,Cartao_Credito,36-45
F,B,7,2,0,287.56,1,Beleza,PIX,36-45
M,C,18,0,0,245.86,2,Esportes,Boleto,46-50
M,A,3,4,0,365.75,4,Roupas,Cartao_Debito,26-35
F,C,15,4,0,224.37,5,Beleza,Cartao_Debito,55+
F,C,12,4,1,1156.98,2,Casa,Cartao_Credito,51-55
M,C,17,0,0,184.67,2,Esportes,PIX,51-55
M,C,8,4,0,358.44,3,Esportes,Boleto,26-35
F,C,17,1,1,126.25,3,Casa,Dinheiro,51-55
M,A,0,4,0,481.99,4,Roupas,Cartao_Debito,18-25
F,B,15,4,1,402.85,2,Alimentos,Cartao_Credito,55+
M,C,1,0,1,325.68,4,Esportes,Boleto,18-25
M,B,13,1,1,230.52,5,Brinquedos,Dinheiro,55+
M,A,4,1,0,404.03,4,Esportes,Cartao_Credito,18-25
M,C,20,1,0,291.0,4,Esportes,PIX,51-55
F,A,16,2,0,371.62,1,Casa,Cartao_Credito,55+
M,B,2,2,0,1305.65,5,Brinquedos,Cartao_Debito,0-17
F,A,18,3,0,447.33,4,Alimentos,Cartao_Credito,46-50
M,B,5,3,1,555.42,4,Roupas,Cartao_Credito,36-45
F,B,11,1,0,305.31,1,Beleza,PIX,36-45
F,B,1,0,1,251.98,3,Roupas,PIX,26-35
F,C,2,3,1,397.91,4,Beleza,PIX,36-45
M,B,5,0,0,1812.31,4,Beleza,Cartao_Credito,18-25
F,B,11,0,0,339.52,1,Beleza,Cartao_Credito,36-45
M,C,11,3,1,501.13,1,Alimentos,PIX,36-45
F,C,17,1,0,245.42,3,Alimentos,Dinheiro,51-55
M,A,3,0,1,77.23,4,Eletronicos,PIX,46-50
M,A,15,1,0,251.16,2,Esportes,Dinheiro,51-55
M,B,0,2,0,1683.16,4,Casa,Cartao_Debito,18-25
F,C,6,4,0,576.65,5,Alimentos,Dinheiro,18-25
F,B,3,4,0,1079.83,5,Beleza,Cartao_Credito,18-25
M,A,2,3,0,327.46,4,Alimentos,Cartao_Credito,26-35
F,C,12,4,1,98.09,4,Casa,Boleto,55+
F,B,18,2,0,207.43,1,Casa,PIX,55+
M,B,14,2,1,511.94,1,Alimentos,Boleto,55+
M,C,17,4,0,465.25,4,Casa,Dinheiro,46-50
F,C,12,1,0,400.91,5,Casa,PIX,36-45
F,B,1,4,0,293.49,1,Roupas,Cartao_Debito,0-17
M,B,7,4,0,708.98,3,Alimentos,Cartao_Credito,26-35
F,B,17,1,1,298.63,2,Casa,PIX,46-50
M,B,0,3,0,485.26,1,Brinquedos,Boleto,0-17
F,B,2,3,0,453.59,2,Beleza,Dinheiro,18-25
F,C,17,3,1,323.4,3,Alimentos,PIX,55+
F,B,1,1,0,237.75,4,Roupas,PIX,18-25
M,B,20,4,1,312.19,5,Esportes,Cartao_Credito,51-55
M,A,15,2,1,1241.62,5,Alimentos,Cartao_Credito,55+
M,C,13,0,1,786.4,1,Esportes,Boleto,55+
M,B,11,0,0,744.14,5,Alimentos,Cartao_Debito,36-45
F,B,1,3,0,251.67,3,Roupas,PIX,18-25
M,B,8,2,1,170.27,1,Esportes,Dinheiro,46-50
M,A,16,0,0,778.91,4,Casa,Cartao_Credito,51-55
M,C,18,2,0,694.27,1,Esportes,Boleto,51-55
M,C,9,2,1,438.06,3,Alimentos,Dinheiro,51-55
M,B,17,0,0,323.01,5,Eletronicos,Cartao_Credito,55+
F,B,16,1,1,167.61,5,Casa,Dinheiro,55+
F,C,1,2,1,678.88,2,Beleza,Cartao_Credito,36-45
M,B,13,3,1,821.95,1,Eletronicos,Cartao_Debito,55+
F,C,12,3,0,268.42,3,Roupas,PIX,46-50
F,A,11,0,1,255.3,1,Beleza,Cartao_Credito,36-45
M,A,16,3,0,849.49,5,Casa,Cartao_Credito,26-35
F,B,18,4,1,274.48,2,Roupas,PIX,55+
M,A,11,0,1,1173.14,1,Eletronicos,Cartao_Credito,55+
M,B,6,4,0,377.88,2,Brinquedos,Dinheiro,36-45
M,C,20,0,1,319.92,2,Alimentos,Cartao_Debito,51-55
M,A,20,3,1,414.5,4,Alimentos,Cartao_Debito,55+
F,B,14,1,0,319.9,5,Beleza,PIX,51-55
F,B,13,3,0,792.92,4,Roupas,Cartao_Credito,51-55
F,C,2,4,1,686.42,4,Roupas,Boleto,36-45
F,B,8,4,0,775.0,2,Roupas,Cartao_Credito,18-25
F,A,4,4,0,450.66,5,Casa,Cartao_Credito,26-35
F,B,10,4,0,306.8,5,Roupas,PIX,36-45
M,B,17,1,1,401.24,4,Casa,PIX,51-55
M,C,4,2,1,312.49,4,Esportes,Cartao_Credito,26-35
F,B,20,3,0,972.59,2,Roupas,Cartao_Credito,55+
M,A,2,0,0,736.1,3,Esportes,Cartao_Credito,0-17
M,C,2,2,1,381.87,5,Esportes,Dinheiro,26-35
M,B,20,2,0,231.39,3,Alimentos,PIX,55+
F,A,2,4,0,1016.89,4,Beleza,Cartao_Credito,26-35
M,B,15,0,1,437.91,5,Esportes,Cartao_Credito,55+
M,C,16,0,1,373.12,5,Casa,PIX,51-55
M,C,6,0,0,1022.28,2,Brinquedos,PIX,18-25
M,A,1,2,0,297.09,3,Eletronicos,Cartao_Debito,0-17
F,C,6,2,0,333.17,2,Casa,Cartao_Debito,18-25
M,A,1,2,1,351.27,3,Esportes,Cartao_Credito,36-45
F,B,14,1,1,183.1,4,Alimentos,PIX,51-55
F,B,18,1,1,487.57,2,Casa,PIX,51-55
M,A,20,2,0,255.34,2,Esportes,Cartao_Debito,55+
F,B,16,0,1,286.45,2,Esportes,PIX,46-50
F,C,16,3,0,264.37,4,Eletronicos,Dinheiro,26-35
F,A,18,0,1,283.65,5,Casa,Cartao_Credito,55+
M,C,16,3,1,243.87,1,Eletronicos,PIX,51-55
M,B,13,2,0,467.93,5,Esportes,Cartao_Credito,36-45
F,B,20,4,1,367.47,1,Alimentos,Dinheiro,55+
F,A,6,3,1,415.22,3,Roupas,Cartao_Credito,46-50
